id,name,base_experience,height,weight,types,abilities,moves,stats,image_url,image,generation
104,cubone,64,4,65,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, double-kick","hp=50, attack=50, defense=95, special-attack=40, special-defense=50, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,,1
105,marowak,149,10,450,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick","hp=60, attack=80, defense=110, special-attack=50, special-defense=80, speed=45",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,,1
106,hitmonlee,159,15,498,fighting,"limber, reckless, unburden","mega-punch, swords-dance, double-kick, mega-kick, jump-kick","hp=50, attack=120, defense=53, special-attack=35, special-defense=110, speed=87",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,,1
107,hitmonchan,159,14,502,fighting,"keen-eye, iron-fist, inner-focus","comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch","hp=50, attack=105, defense=79, special-attack=35, special-defense=110, speed=76",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,,1
108,lickitung,77,12,655,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=90, attack=55, defense=75, special-attack=60, special-defense=75, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,,1
109,koffing,68,6,10,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower","hp=40, attack=65, defense=95, special-attack=60, special-defense=45, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,,1
110,weezing,172,12,95,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower","hp=65, attack=90, defense=120, special-attack=85, special-defense=70, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,,1
111,rhyhorn,69,10,1150,"ground, rock","lightning-rod, rock-head, reckless","swords-dance, stomp, sand-attack, headbutt, horn-attack","hp=80, attack=85, defense=95, special-attack=30, special-defense=30, speed=25",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,,1
112,rhydon,170,19,1200,"ground, rock","lightning-rod, rock-head, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=105, attack=130, defense=120, special-attack=45, special-defense=45, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,,1
113,chansey,395,11,346,normal,"natural-cure, serene-grace, healer","pound, double-slap, mega-punch, fire-punch, ice-punch","hp=250, attack=5, defense=5, special-attack=35, special-defense=105, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,,1
114,tangela,87,10,350,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip","hp=65, attack=55, defense=115, special-attack=100, special-defense=40, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,,1
115,kangaskhan,172,22,800,normal,"early-bird, scrappy, inner-focus","pound, comet-punch, mega-punch, fire-punch, ice-punch","hp=105, attack=95, defense=80, special-attack=40, special-defense=80, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,,1
116,horsea,59,4,80,water,"swift-swim, sniper, damp","razor-wind, headbutt, take-down, double-edge, leer","hp=30, attack=40, defense=70, special-attack=70, special-defense=25, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,,1
117,seadra,154,12,250,water,"poison-point, sniper, damp","headbutt, take-down, double-edge, leer, disable","hp=55, attack=65, defense=95, special-attack=95, special-defense=45, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,,1
118,goldeen,64,6,150,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill","hp=45, attack=67, defense=60, special-attack=35, special-defense=50, speed=63",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,,1
119,seaking,158,13,390,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill","hp=80, attack=92, defense=65, special-attack=65, special-defense=80, speed=68",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,,1
120,staryu,68,8,345,water,"illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, supersonic","hp=30, attack=45, defense=55, special-attack=70, special-defense=55, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,,1
121,starmie,182,11,800,"water, psychic","illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, water-gun","hp=60, attack=75, defense=85, special-attack=100, special-defense=85, speed=115",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,,1
122,mr-mime,161,13,545,"psychic, fairy","soundproof, filter, technician","pound, double-slap, mega-punch, fire-punch, ice-punch","hp=40, attack=45, defense=65, special-attack=100, special-defense=120, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,,1
123,scyther,100,15,560,"bug, flying","swarm, technician, steadfast","razor-wind, swords-dance, cut, wing-attack, headbutt","hp=70, attack=110, defense=80, special-attack=55, special-defense=80, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,,1
124,jynx,159,14,406,"ice, psychic","oblivious, forewarn, dry-skin","pound, double-slap, mega-punch, ice-punch, mega-kick","hp=65, attack=50, defense=35, special-attack=115, special-defense=95, speed=95",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,,1
125,electabuzz,172,11,300,electric,"static, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=65, attack=83, defense=57, special-attack=95, special-defense=85, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,,1
126,magmar,173,13,445,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt","hp=65, attack=95, defense=57, special-attack=100, special-defense=85, speed=93",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,,1
127,pinsir,175,15,550,bug,"hyper-cutter, mold-breaker, moxie","vice-grip, guillotine, swords-dance, cut, bind","hp=65, attack=125, defense=100, special-attack=55, special-defense=70, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,,1
128,tauros,172,14,884,normal,"intimidate, anger-point, sheer-force","stomp, headbutt, horn-attack, horn-drill, tackle","hp=75, attack=100, defense=95, special-attack=40, special-defense=70, speed=110",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,,1
129,magikarp,40,9,100,water,"swift-swim, rattled","tackle, hydro-pump, splash, flail, bounce","hp=20, attack=10, defense=55, special-attack=15, special-defense=20, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,,1
130,gyarados,189,65,2350,"water, flying","intimidate, moxie","bind, headbutt, tackle, body-slam, take-down","hp=95, attack=125, defense=79, special-attack=60, special-defense=100, speed=81",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,,1
131,lapras,187,25,2200,"water, ice","water-absorb, shell-armor, hydration","headbutt, horn-drill, body-slam, take-down, double-edge","hp=130, attack=85, defense=80, special-attack=85, special-defense=95, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,,1
132,ditto,101,3,40,normal,"limber, imposter",transform,"hp=48, attack=48, defense=48, special-attack=48, special-defense=48, speed=48",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,,1
133,eevee,65,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle","hp=55, attack=55, defense=50, special-attack=45, special-defense=65, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,,1
134,vaporeon,184,10,290,water,"water-absorb, hydration","pay-day, double-kick, sand-attack, headbutt, tackle","hp=130, attack=65, defense=60, special-attack=110, special-defense=95, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,,1
135,jolteon,184,8,245,electric,"volt-absorb, quick-feet","pay-day, double-kick, sand-attack, headbutt, tackle","hp=65, attack=65, defense=60, special-attack=110, special-defense=95, speed=130",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,,1
136,flareon,184,9,250,fire,"flash-fire, guts","pay-day, double-kick, sand-attack, headbutt, tackle","hp=65, attack=130, defense=60, special-attack=95, special-defense=110, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,,1
137,porygon,79,8,365,normal,"trace, download, analytic","headbutt, tackle, take-down, double-edge, ice-beam","hp=65, attack=60, defense=70, special-attack=85, special-defense=75, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,,1
138,omanyte,71,4,75,"rock, water","swift-swim, shell-armor, weak-armor","bind, slam, sand-attack, headbutt, horn-attack","hp=35, attack=40, defense=100, special-attack=90, special-defense=55, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,,1
139,omastar,173,10,350,"rock, water","swift-swim, shell-armor, weak-armor","bind, sand-attack, headbutt, horn-attack, horn-drill","hp=70, attack=60, defense=125, special-attack=115, special-defense=70, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,,1
140,kabuto,71,5,115,"rock, water","swift-swim, battle-armor, weak-armor","scratch, sand-attack, headbutt, body-slam, take-down","hp=30, attack=80, defense=90, special-attack=55, special-defense=45, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,,1
141,kabutops,173,13,405,"rock, water","swift-swim, battle-armor, weak-armor","scratch, razor-wind, swords-dance, cut, mega-kick","hp=60, attack=115, defense=105, special-attack=65, special-defense=70, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,,1
142,aerodactyl,180,18,590,"rock, flying","rock-head, pressure, unnerve","razor-wind, wing-attack, whirlwind, fly, headbutt","hp=80, attack=105, defense=65, special-attack=60, special-defense=75, speed=130",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,,1
143,snorlax,189,21,4600,normal,"immunity, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=160, attack=110, defense=65, special-attack=65, special-defense=110, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,,1
144,articuno,261,17,554,"ice, flying","pressure, snow-cloak","razor-wind, gust, whirlwind, fly, headbutt","hp=90, attack=85, defense=100, special-attack=95, special-defense=125, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,,1
145,zapdos,261,16,526,"electric, flying","pressure, static","razor-wind, whirlwind, fly, headbutt, take-down","hp=90, attack=90, defense=85, special-attack=125, special-defense=90, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,,1
146,moltres,261,20,600,"fire, flying","pressure, flame-body","razor-wind, gust, wing-attack, whirlwind, fly","hp=90, attack=100, defense=90, special-attack=125, special-defense=85, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,,1
147,dratini,60,18,33,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, body-slam, wrap","hp=41, attack=64, defense=45, special-attack=50, special-defense=50, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,,1
148,dragonair,147,40,165,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, horn-drill, body-slam","hp=61, attack=84, defense=65, special-attack=70, special-defense=70, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,,1
149,dragonite,270,22,2100,"dragon, flying","inner-focus, multiscale","mega-punch, fire-punch, ice-punch, thunder-punch, razor-wind","hp=91, attack=134, defense=95, special-attack=100, special-defense=100, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,,1
150,mewtwo,306,20,1220,psychic,"pressure, unnerve","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=106, attack=110, defense=90, special-attack=154, special-defense=90, speed=130",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,,1
151,mew,270,4,40,psychic,synchronize,"pound, mega-punch, pay-day, fire-punch, ice-punch","hp=100, attack=100, defense=100, special-attack=100, special-defense=100, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,,1
152,chikorita,64,9,64,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=45, attack=49, defense=65, special-attack=49, special-defense=65, speed=45",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,,2
153,bayleef,142,12,158,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=60, attack=62, defense=80, special-attack=63, special-defense=80, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,,2
154,meganium,236,18,1005,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle","hp=80, attack=82, defense=100, special-attack=83, special-defense=100, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,,2
155,cyndaquil,62,5,79,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam","hp=39, attack=52, defense=43, special-attack=60, special-defense=50, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,,2
156,quilava,142,9,190,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam","hp=58, attack=64, defense=58, special-attack=80, special-defense=65, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,,2
157,typhlosion,240,17,795,fire,"blaze, flash-fire","mega-punch, fire-punch, thunder-punch, cut, double-kick","hp=78, attack=84, defense=78, special-attack=109, special-defense=85, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,,2
158,totodile,63,6,95,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, razor-wind, swords-dance","hp=50, attack=65, defense=64, special-attack=44, special-defense=48, speed=43",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,,2
159,croconaw,142,11,250,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut","hp=65, attack=80, defense=80, special-attack=59, special-defense=63, speed=58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,,2
160,feraligatr,239,23,888,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut","hp=85, attack=105, defense=100, special-attack=79, special-defense=83, speed=78",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,,2
161,sentret,43,8,60,normal,"run-away, keen-eye, frisk","fire-punch, ice-punch, thunder-punch, scratch, cut","hp=35, attack=46, defense=34, special-attack=35, special-defense=45, speed=20",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,,2
