id,name,base_experience,height,weight,types,abilities,moves,stats,Generation,image_url,image_exists
98,krabby,65,4,65,water,"hyper-cutter, shell-armor, sheer-force","vice-grip, guillotine, swords-dance, cut, slam","hp=30, attack=105, defense=90, special-attack=25, special-defense=25, speed=50",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,True
99,kingler,166,13,600,water,"hyper-cutter, shell-armor, sheer-force","vice-grip, guillotine, swords-dance, cut, slam","hp=55, attack=130, defense=115, special-attack=50, special-defense=50, speed=75",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,True
100,voltorb,66,5,104,electric,"soundproof, static, aftermath","headbutt, tackle, take-down, double-edge, sonic-boom","hp=40, attack=30, defense=50, special-attack=55, special-defense=55, speed=100",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,True
101,electrode,172,12,666,electric,"soundproof, static, aftermath","headbutt, tackle, take-down, double-edge, sonic-boom","hp=60, attack=50, defense=70, special-attack=80, special-defense=80, speed=150",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,True
102,exeggcute,65,4,25,"grass, psychic","chlorophyll, harvest","swords-dance, headbutt, take-down, double-edge, psybeam","hp=60, attack=40, defense=80, special-attack=60, special-defense=45, speed=40",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,True
103,exeggutor,186,20,1200,"grass, psychic","chlorophyll, harvest","swords-dance, stomp, headbutt, body-slam, take-down","hp=95, attack=95, defense=85, special-attack=125, special-defense=75, speed=55",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,True
104,cubone,64,4,65,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, double-kick","hp=50, attack=50, defense=95, special-attack=40, special-defense=50, speed=35",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,True
105,marowak,149,10,450,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick","hp=60, attack=80, defense=110, special-attack=50, special-defense=80, speed=45",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,True
106,hitmonlee,159,15,498,fighting,"limber, reckless, unburden","mega-punch, swords-dance, double-kick, mega-kick, jump-kick","hp=50, attack=120, defense=53, special-attack=35, special-defense=110, speed=87",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,True
107,hitmonchan,159,14,502,fighting,"keen-eye, iron-fist, inner-focus","comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch","hp=50, attack=105, defense=79, special-attack=35, special-defense=110, speed=76",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,True
108,lickitung,77,12,655,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=90, attack=55, defense=75, special-attack=60, special-defense=75, speed=30",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,True
109,koffing,68,6,10,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower","hp=40, attack=65, defense=95, special-attack=60, special-defense=45, speed=35",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,True
110,weezing,172,12,95,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower","hp=65, attack=90, defense=120, special-attack=85, special-defense=70, speed=60",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,True
111,rhyhorn,69,10,1150,"ground, rock","lightning-rod, rock-head, reckless","swords-dance, stomp, sand-attack, headbutt, horn-attack","hp=80, attack=85, defense=95, special-attack=30, special-defense=30, speed=25",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png,True
112,rhydon,170,19,1200,"ground, rock","lightning-rod, rock-head, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=105, attack=130, defense=120, special-attack=45, special-defense=45, speed=40",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png,True
113,chansey,395,11,346,normal,"natural-cure, serene-grace, healer","pound, double-slap, mega-punch, fire-punch, ice-punch","hp=250, attack=5, defense=5, special-attack=35, special-defense=105, speed=50",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png,True
114,tangela,87,10,350,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip","hp=65, attack=55, defense=115, special-attack=100, special-defense=40, speed=60",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png,True
115,kangaskhan,172,22,800,normal,"early-bird, scrappy, inner-focus","pound, comet-punch, mega-punch, fire-punch, ice-punch","hp=105, attack=95, defense=80, special-attack=40, special-defense=80, speed=90",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png,True
116,horsea,59,4,80,water,"swift-swim, sniper, damp","razor-wind, headbutt, take-down, double-edge, leer","hp=30, attack=40, defense=70, special-attack=70, special-defense=25, speed=60",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png,True
117,seadra,154,12,250,water,"poison-point, sniper, damp","headbutt, take-down, double-edge, leer, disable","hp=55, attack=65, defense=95, special-attack=95, special-defense=45, speed=85",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png,True
118,goldeen,64,6,150,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill","hp=45, attack=67, defense=60, special-attack=35, special-defense=50, speed=63",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png,True
119,seaking,158,13,390,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill","hp=80, attack=92, defense=65, special-attack=65, special-defense=80, speed=68",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,True
120,staryu,68,8,345,water,"illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, supersonic","hp=30, attack=45, defense=55, special-attack=70, special-defense=55, speed=85",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,True
121,starmie,182,11,800,"water, psychic","illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, water-gun","hp=60, attack=75, defense=85, special-attack=100, special-defense=85, speed=115",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,True
122,mr-mime,161,13,545,"psychic, fairy","soundproof, filter, technician","pound, double-slap, mega-punch, fire-punch, ice-punch","hp=40, attack=45, defense=65, special-attack=100, special-defense=120, speed=90",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,True
123,scyther,100,15,560,"bug, flying","swarm, technician, steadfast","razor-wind, swords-dance, cut, wing-attack, headbutt","hp=70, attack=110, defense=80, special-attack=55, special-defense=80, speed=105",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,True
124,jynx,159,14,406,"ice, psychic","oblivious, forewarn, dry-skin","pound, double-slap, mega-punch, ice-punch, mega-kick","hp=65, attack=50, defense=35, special-attack=115, special-defense=95, speed=95",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,True
125,electabuzz,172,11,300,electric,"static, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=65, attack=83, defense=57, special-attack=95, special-defense=85, speed=105",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,True
126,magmar,173,13,445,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt","hp=65, attack=95, defense=57, special-attack=100, special-defense=85, speed=93",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,True
127,pinsir,175,15,550,bug,"hyper-cutter, mold-breaker, moxie","vice-grip, guillotine, swords-dance, cut, bind","hp=65, attack=125, defense=100, special-attack=55, special-defense=70, speed=85",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,True
128,tauros,172,14,884,normal,"intimidate, anger-point, sheer-force","stomp, headbutt, horn-attack, horn-drill, tackle","hp=75, attack=100, defense=95, special-attack=40, special-defense=70, speed=110",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,True
129,magikarp,40,9,100,water,"swift-swim, rattled","tackle, hydro-pump, splash, flail, bounce","hp=20, attack=10, defense=55, special-attack=15, special-defense=20, speed=80",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,True
130,gyarados,189,65,2350,"water, flying","intimidate, moxie","bind, headbutt, tackle, body-slam, take-down","hp=95, attack=125, defense=79, special-attack=60, special-defense=100, speed=81",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,True
131,lapras,187,25,2200,"water, ice","water-absorb, shell-armor, hydration","headbutt, horn-drill, body-slam, take-down, double-edge","hp=130, attack=85, defense=80, special-attack=85, special-defense=95, speed=60",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,True
132,ditto,101,3,40,normal,"limber, imposter",transform,"hp=48, attack=48, defense=48, special-attack=48, special-defense=48, speed=48",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,True
133,eevee,65,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle","hp=55, attack=55, defense=50, special-attack=45, special-defense=65, speed=55",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,True
134,vaporeon,184,10,290,water,"water-absorb, hydration","pay-day, double-kick, sand-attack, headbutt, tackle","hp=130, attack=65, defense=60, special-attack=110, special-defense=95, speed=65",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,True
135,jolteon,184,8,245,electric,"volt-absorb, quick-feet","pay-day, double-kick, sand-attack, headbutt, tackle","hp=65, attack=65, defense=60, special-attack=110, special-defense=95, speed=130",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,True
136,flareon,184,9,250,fire,"flash-fire, guts","pay-day, double-kick, sand-attack, headbutt, tackle","hp=65, attack=130, defense=60, special-attack=95, special-defense=110, speed=65",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,True
137,porygon,79,8,365,normal,"trace, download, analytic","headbutt, tackle, take-down, double-edge, ice-beam","hp=65, attack=60, defense=70, special-attack=85, special-defense=75, speed=40",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,True
138,omanyte,71,4,75,"rock, water","swift-swim, shell-armor, weak-armor","bind, slam, sand-attack, headbutt, horn-attack","hp=35, attack=40, defense=100, special-attack=90, special-defense=55, speed=35",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,True
139,omastar,173,10,350,"rock, water","swift-swim, shell-armor, weak-armor","bind, sand-attack, headbutt, horn-attack, horn-drill","hp=70, attack=60, defense=125, special-attack=115, special-defense=70, speed=55",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,True
140,kabuto,71,5,115,"rock, water","swift-swim, battle-armor, weak-armor","scratch, sand-attack, headbutt, body-slam, take-down","hp=30, attack=80, defense=90, special-attack=55, special-defense=45, speed=55",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,True
141,kabutops,173,13,405,"rock, water","swift-swim, battle-armor, weak-armor","scratch, razor-wind, swords-dance, cut, mega-kick","hp=60, attack=115, defense=105, special-attack=65, special-defense=70, speed=80",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,True
142,aerodactyl,180,18,590,"rock, flying","rock-head, pressure, unnerve","razor-wind, wing-attack, whirlwind, fly, headbutt","hp=80, attack=105, defense=65, special-attack=60, special-defense=75, speed=130",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,True
143,snorlax,189,21,4600,normal,"immunity, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=160, attack=110, defense=65, special-attack=65, special-defense=110, speed=30",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,True
144,articuno,261,17,554,"ice, flying","pressure, snow-cloak","razor-wind, gust, whirlwind, fly, headbutt","hp=90, attack=85, defense=100, special-attack=95, special-defense=125, speed=85",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,True
145,zapdos,261,16,526,"electric, flying","pressure, static","razor-wind, whirlwind, fly, headbutt, take-down","hp=90, attack=90, defense=85, special-attack=125, special-defense=90, speed=100",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,True
146,moltres,261,20,600,"fire, flying","pressure, flame-body","razor-wind, gust, wing-attack, whirlwind, fly","hp=90, attack=100, defense=90, special-attack=125, special-defense=85, speed=90",1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,True
